"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,13,1,49,0.265306122448980,0.0204081632653061,4,2007
"2",2,13,1,49,0.265306122448980,0.0204081632653061,3.802,2008
"3",3,13,1,49,0.265306122448980,0.0204081632653061,NA,2009
"4",4,13,1,49,0.265306122448980,0.0204081632653061,3.71666666666667,2010
