"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,37,2,87,0.425287356321839,0.0229885057471264,3.58333333333333,2007
"2",2,37,2,87,0.425287356321839,0.0229885057471264,3.41125,2008
"3",3,37,2,87,0.425287356321839,0.0229885057471264,2.81,2009
"4",4,37,2,87,0.425287356321839,0.0229885057471264,3.50916666666667,2010
