"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,59,5,132,0.446969696969697,0.0378787878787879,3.68230769230769,2007
"2",2,59,5,132,0.446969696969697,0.0378787878787879,3.666,2008
"3",3,59,5,132,0.446969696969697,0.0378787878787879,3.544375,2009
"4",4,59,5,132,0.446969696969697,0.0378787878787879,3.61071428571429,2010
