"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,3,1,19,0.157894736842105,0.0526315789473684,NA,2007
"2",2,3,1,19,0.157894736842105,0.0526315789473684,3.34,2008
"3",3,3,1,19,0.157894736842105,0.0526315789473684,3.83,2009
"4",4,3,1,19,0.157894736842105,0.0526315789473684,3.32,2010
