"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,2,1,6,0.333333333333333,0.166666666666667,2.72,2007
"2",2,2,1,6,0.333333333333333,0.166666666666667,3.84,2008
"3",3,2,1,6,0.333333333333333,0.166666666666667,NA,2009
"4",4,2,1,6,0.333333333333333,0.166666666666667,NA,2010
