"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,11,0,32,0.34375,0,4,2007
"2",2,11,0,32,0.34375,0,3.54333333333333,2008
"3",3,11,0,32,0.34375,0,3.83,2009
"4",4,11,0,32,0.34375,0,3.415,2010
