"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,46,9,125,0.368,0.072,3.70142857142857,2007
"2",2,46,9,125,0.368,0.072,3.45,2008
"3",3,46,9,125,0.368,0.072,3.55444444444444,2009
"4",4,46,9,125,0.368,0.072,3.71076923076923,2010
