"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,67,6,166,0.403614457831325,0.036144578313253,3.47666666666667,2007
"2",2,67,6,166,0.403614457831325,0.036144578313253,3.606875,2008
"3",3,67,6,166,0.403614457831325,0.036144578313253,3.80444444444444,2009
"4",4,67,6,166,0.403614457831325,0.036144578313253,3.66733333333333,2010
