"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,63,3,162,0.388888888888889,0.0185185185185185,3.68,2007
"2",2,63,3,162,0.388888888888889,0.0185185185185185,3.47352941176471,2008
"3",3,63,3,162,0.388888888888889,0.0185185185185185,3.51416666666667,2009
"4",4,63,3,162,0.388888888888889,0.0185185185185185,3.655,2010
