"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,6,0,22,0.272727272727273,0,3.59,2007
"2",2,6,0,22,0.272727272727273,0,3.97,2008
"3",3,6,0,22,0.272727272727273,0,NA,2009
"4",4,6,0,22,0.272727272727273,0,NA,2010
