"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,2,0,6,0.333333333333333,0,3.31,2007
"2",2,2,0,6,0.333333333333333,0,NA,2008
"3",3,2,0,6,0.333333333333333,0,NA,2009
"4",4,2,0,6,0.333333333333333,0,NA,2010
