"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,13,1,44,0.295454545454545,0.0227272727272727,3.63333333333333,2007
"2",2,13,1,44,0.295454545454545,0.0227272727272727,2.79,2008
"3",3,13,1,44,0.295454545454545,0.0227272727272727,3.04,2009
"4",4,13,1,44,0.295454545454545,0.0227272727272727,3.63,2010
