"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,64,2,152,0.421052631578947,0.0131578947368421,3.49090909090909,2007
"2",2,64,2,152,0.421052631578947,0.0131578947368421,3.62,2008
"3",3,64,2,152,0.421052631578947,0.0131578947368421,3.59,2009
"4",4,64,2,152,0.421052631578947,0.0131578947368421,3.59304347826087,2010
