"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,5,1,6,0.833333333333333,0.166666666666667,NA,2007
"2",2,5,1,6,0.833333333333333,0.166666666666667,3.545,2008
"3",3,5,1,6,0.833333333333333,0.166666666666667,NA,2009
"4",4,5,1,6,0.833333333333333,0.166666666666667,3.4,2010
