"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,10,0,53,0.188679245283019,0,NA,2007
"2",2,10,0,53,0.188679245283019,0,3.905,2008
"3",3,10,0,53,0.188679245283019,0,3.06333333333333,2009
"4",4,10,0,53,0.188679245283019,0,3.545,2010
