"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,10,1,27,0.370370370370370,0.0370370370370370,NA,2007
"2",2,10,1,27,0.370370370370370,0.0370370370370370,3.31,2008
"3",3,10,1,27,0.370370370370370,0.0370370370370370,3.8,2009
"4",4,10,1,27,0.370370370370370,0.0370370370370370,3.155,2010
