"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,5,0,5,1,0,3.71,2007
"2",2,5,0,5,1,0,3.28,2008
"3",3,5,0,5,1,0,3.1,2009
"4",4,5,0,5,1,0,NA,2010
