"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,24,2,108,0.222222222222222,0.0185185185185185,3.35571428571429,2007
"2",2,24,2,108,0.222222222222222,0.0185185185185185,3.532,2008
"3",3,24,2,108,0.222222222222222,0.0185185185185185,3.12,2009
"4",4,24,2,108,0.222222222222222,0.0185185185185185,3.4325,2010
