"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,4,1,9,0.444444444444444,0.111111111111111,3.9,2007
"2",2,4,1,9,0.444444444444444,0.111111111111111,3.115,2008
"3",3,4,1,9,0.444444444444444,0.111111111111111,NA,2009
"4",4,4,1,9,0.444444444444444,0.111111111111111,NA,2010
