"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,57,9,146,0.390410958904110,0.0616438356164384,3.4625,2007
"2",2,57,9,146,0.390410958904110,0.0616438356164384,3.56307692307692,2008
"3",3,57,9,146,0.390410958904110,0.0616438356164384,3.71818181818182,2009
"4",4,57,9,146,0.390410958904110,0.0616438356164384,3.56625,2010
