"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,6,0,12,0.5,0,3.215,2007
"2",2,6,0,12,0.5,0,NA,2008
"3",3,6,0,12,0.5,0,3.64,2009
"4",4,6,0,12,0.5,0,3.765,2010
