"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,13,0,28,0.464285714285714,0,NA,2007
"2",2,13,0,28,0.464285714285714,0,3.98,2008
"3",3,13,0,28,0.464285714285714,0,3.71333333333333,2009
"4",4,13,0,28,0.464285714285714,0,3.52,2010
