"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,20,0,86,0.232558139534884,0,3.49,2007
"2",2,20,0,86,0.232558139534884,0,3.58,2008
"3",3,20,0,86,0.232558139534884,0,3.825,2009
"4",4,20,0,86,0.232558139534884,0,3.72,2010
