"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,6,0,18,0.333333333333333,0,NA,2007
"2",2,6,0,18,0.333333333333333,0,3.86,2008
"3",3,6,0,18,0.333333333333333,0,3.43,2009
"4",4,6,0,18,0.333333333333333,0,3.945,2010
