"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,5,0,15,0.333333333333333,0,NA,2007
"2",2,5,0,15,0.333333333333333,0,NA,2008
"3",3,5,0,15,0.333333333333333,0,3.485,2009
"4",4,5,0,15,0.333333333333333,0,3.82,2010
