"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,4,0,12,0.333333333333333,0,2.91,2007
"2",2,4,0,12,0.333333333333333,0,NA,2008
"3",3,4,0,12,0.333333333333333,0,NA,2009
"4",4,4,0,12,0.333333333333333,0,NA,2010
