"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,65,2,143,0.454545454545455,0.0139860139860140,3.29692307692308,2007
"2",2,65,2,143,0.454545454545455,0.0139860139860140,3.328,2008
"3",3,65,2,143,0.454545454545455,0.0139860139860140,3.485,2009
"4",4,65,2,143,0.454545454545455,0.0139860139860140,3.305,2010
