"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,8,0,28,0.285714285714286,0,4,2007
"2",2,8,0,28,0.285714285714286,0,3.23,2008
"3",3,8,0,28,0.285714285714286,0,3.65,2009
"4",4,8,0,28,0.285714285714286,0,3.64666666666667,2010
