"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,22,4,50,0.44,0.08,3.7175,2007
"2",2,22,4,50,0.44,0.08,3.626,2008
"3",3,22,4,50,0.44,0.08,3.49833333333333,2009
"4",4,22,4,50,0.44,0.08,3.65,2010
