"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,1,1,6,0.166666666666667,0.166666666666667,3.89,2007
"2",2,1,1,6,0.166666666666667,0.166666666666667,NA,2008
"3",3,1,1,6,0.166666666666667,0.166666666666667,NA,2009
"4",4,1,1,6,0.166666666666667,0.166666666666667,NA,2010
