"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,6,0,6,1,0,3.6975,2007
"2",2,6,0,6,1,0,NA,2008
"3",3,6,0,6,1,0,3.73,2009
"4",4,6,0,6,1,0,NA,2010
