"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,1,0,2,0.5,0,NA,2007
"2",2,1,0,2,0.5,0,NA,2008
"3",3,1,0,2,0.5,0,NA,2009
"4",4,1,0,2,0.5,0,2.87,2010
