"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,9,2,35,0.257142857142857,0.0571428571428571,3.64,2007
"2",2,9,2,35,0.257142857142857,0.0571428571428571,3.6825,2008
"3",3,9,2,35,0.257142857142857,0.0571428571428571,NA,2009
"4",4,9,2,35,0.257142857142857,0.0571428571428571,3.63,2010
