"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,27,2,53,0.509433962264151,0.0377358490566038,3.91,2007
"2",2,27,2,53,0.509433962264151,0.0377358490566038,3.575,2008
"3",3,27,2,53,0.509433962264151,0.0377358490566038,3.568,2009
"4",4,27,2,53,0.509433962264151,0.0377358490566038,3.7075,2010
