"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,17,4,50,0.34,0.08,NA,2007
"2",2,17,4,50,0.34,0.08,3.34,2008
"3",3,17,4,50,0.34,0.08,3.73888888888889,2009
"4",4,17,4,50,0.34,0.08,3.725,2010
