"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,6,1,10,0.6,0.1,3.82,2007
"2",2,6,1,10,0.6,0.1,NA,2008
"3",3,6,1,10,0.6,0.1,3.085,2009
"4",4,6,1,10,0.6,0.1,3.57,2010
