"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,11,0,42,0.261904761904762,0,3.795,2007
"2",2,11,0,42,0.261904761904762,0,NA,2008
"3",3,11,0,42,0.261904761904762,0,3.49,2009
"4",4,11,0,42,0.261904761904762,0,3.75,2010
