"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,39,2,122,0.319672131147541,0.0163934426229508,3.4775,2007
"2",2,39,2,122,0.319672131147541,0.0163934426229508,3.5725,2008
"3",3,39,2,122,0.319672131147541,0.0163934426229508,3.69714285714286,2009
"4",4,39,2,122,0.319672131147541,0.0163934426229508,3.62444444444444,2010
