"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,10,2,54,0.185185185185185,0.0370370370370370,NA,2007
"2",2,10,2,54,0.185185185185185,0.0370370370370370,3.91,2008
"3",3,10,2,54,0.185185185185185,0.0370370370370370,3.86,2009
"4",4,10,2,54,0.185185185185185,0.0370370370370370,3.5225,2010
