"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,24,1,105,0.228571428571429,0.00952380952380952,3.62,2007
"2",2,24,1,105,0.228571428571429,0.00952380952380952,3.7025,2008
"3",3,24,1,105,0.228571428571429,0.00952380952380952,3.36,2009
"4",4,24,1,105,0.228571428571429,0.00952380952380952,3.402,2010
