"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,4,0,15,0.266666666666667,0,3.8,2007
"2",2,4,0,15,0.266666666666667,0,NA,2008
"3",3,4,0,15,0.266666666666667,0,NA,2009
"4",4,4,0,15,0.266666666666667,0,NA,2010
