"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,16,1,41,0.390243902439024,0.024390243902439,3.75,2007
"2",2,16,1,41,0.390243902439024,0.024390243902439,3.395,2008
"3",3,16,1,41,0.390243902439024,0.024390243902439,3.8925,2009
"4",4,16,1,41,0.390243902439024,0.024390243902439,3.67,2010
