"","item","Applications","Enrolled","Inquiries","applyPercent","enrollPercent","gpa","years"
"1",1,83,8,200,0.415,0.04,3.44,2007
"2",2,83,8,200,0.415,0.04,3.58,2008
"3",3,83,8,200,0.415,0.04,3.49866666666667,2009
"4",4,83,8,200,0.415,0.04,3.5192,2010
